name,building,county,Nearest_Street,latitude,longitude,Building_Sq_Ft,Roof_Sq_Ft,Roof_Sq_M,Annual_kWh,Annual_MWh,Daily_kWh,Households_Powered,Households_1mi,Households_3mi,EV_Stations_1mi,EV_Stations_3mi,Priority_Score
Dollar Tree,retail,"Dallas County, Texas",Northeast 5th Street,32.74618589,-96.99854262,23643.918532365005,15368.55,1427.7382949999999,458590.0,458.59,1256.4,34.9,3522,24986,4,10,0.0553
Retail on Lively Lane,retail,"Dallas County, Texas",Lively Lane,32.741503994642336,-96.99534914,32931.09364965831,21405.21,1988.5440089999997,638720.0,638.72,1749.9,48.6,3399,25715,4,10,0.0546
Retail on Northeast 19th Street,retail,"Dallas County, Texas",Northeast 19th Street,32.75058912481099,-96.97869379,45341.33177701863,29471.87,2737.936723,879425.0,879.42,2409.4,66.9,2261,20454,1,10,0.0391
Commercial on Alice Drive,commercial,"Dallas County, Texas",Alice Drive,32.73607425000001,-97.00678835,23268.934723662565,15124.81,1405.0948489999998,451316.0,451.32,1236.5,34.3,4132,29990,3,12,0.0644
Commercial on North Central Expressway,commercial,"Dallas County, Texas",North Central Expressway,32.963943823277546,-96.72586874,24198.690016501936,15729.15,1461.2380349999999,469350.0,469.35,1285.9,35.7,4167,49452,2,37,0.065
Retail on West Sandy Lake Road,retail,"Dallas County, Texas",West Sandy Lake Road,32.97060180505483,-96.99529901,67560.14211412378,43914.09,4079.6189609999997,1310374.0,1310.37,3590.1,99.6,3422,32277,0,9,0.0591
Office on Walnut Hill Lane,office,"Dallas County, Texas",Walnut Hill Lane,32.882215276639826,-96.75895415,22500.62084292197,14625.4,1358.69966,436414.0,436.41,1195.7,33.2,10388,77159,5,15,0.1575
Jackson Building,commercial,"Dallas County, Texas",Walnut Hill Lane,32.8800871,-96.76373546,32534.826414050305,21147.64,1964.615756,631035.0,631.04,1728.9,48.0,11812,73978,7,16,0.18
Walnut Glen Tower,office,"Dallas County, Texas",Walnut Hill Lane,32.88068756812076,-96.76643574,34640.17605561609,22516.11,2091.746619,671869.0,671.87,1840.7,51.1,11707,72360,7,16,0.1786
Commercial on Belco Drive,commercial,"Dallas County, Texas",Belco Drive,32.88143071733469,-96.75726188,21525.06992388008,13991.3,1299.7917699999998,417493.0,417.49,1143.8,31.7,9912,77576,5,15,0.1503
Warehouse on Greenville Avenue,warehouse,"Dallas County, Texas",Greenville Avenue,32.884965030132456,-96.75761639,26269.19150649308,17074.97,1586.264713,509508.0,509.51,1395.9,38.7,8901,78016,5,16,0.1358
Office on Wingren Road,office,"Dallas County, Texas",Wingren Road,32.86305803314075,-96.94134054,61238.63715,39805.11,3697.894719,1187764.0,1187.76,3254.1,90.3,7417,41537,10,32,0.1179
Office on Goodson Drive,office,"Dallas County, Texas",Goodson Drive,32.863764601199705,-96.94113321,50854.56024470738,33055.46,3070.852234,986358.0,986.36,2702.4,75.0,7453,41345,11,32,0.1172
Kroger,commercial,"Dallas County, Texas",West Camp Wisdom Road,32.66067511604285,-96.90924656,70199.01680018454,45629.36,4238.967544,1361556.0,1361.56,3730.3,103.5,4595,28893,0,5,0.0769
Retail on West Camp Wisdom Road,retail,"Dallas County, Texas",West Camp Wisdom Road,32.661408587983274,-96.90784961,31134.747039469872,20237.59,1880.072111,603879.0,603.88,1654.5,45.9,4487,28847,0,5,0.0706
Warehouse on South Harwood Street,warehouse,"Dallas County, Texas",South Harwood Street,32.773331751679926,-96.78357311,22885.46198367728,14875.55,1381.9385949999999,443879.0,443.88,1216.1,33.7,6934,75660,11,116,0.1061
Warehouse on South Good-Latimer Expressway,warehouse,"Dallas County, Texas",South Good-Latimer Expressway,32.77854306342827,-96.78495013,39975.20343412647,25983.88,2413.902452,775345.0,775.34,2124.2,59.0,9304,83545,21,120,0.1435
Warehouse on South Ervay Street,warehouse,"Dallas County, Texas",South Ervay Street,32.77299155,-96.7920124,21277.02854458136,13830.07,1284.8135029999999,412682.0,412.68,1130.6,31.4,8859,77625,38,120,0.1346
Commercial on South Harwood Street,commercial,"Dallas County, Texas",South Harwood Street,32.77043437639497,-96.78245099,21937.605498340825,14259.44,1324.701976,425494.0,425.49,1165.7,32.4,5492,71008,10,112,0.0845
Walmart Supercenter,commercial,"Dallas County, Texas",Cantabria Drive,32.95882314374017,-96.81613432,222687.83227351107,144747.09,13447.004660999999,4319178.0,4319.18,11833.4,328.4,14794,67385,10,43,0.2472
Burlington,commercial,"Dallas County, Texas",Belt Line Road,32.956584818731145,-96.81579291,20046.107783485844,13029.97,1210.484213,388808.0,388.81,1065.2,29.6,16230,65017,14,41,0.2443
Retail on Belt Line Road,retail,"Dallas County, Texas",Belt Line Road,32.954830439737606,-96.81744947,34157.05728621801,22202.09,2062.574161,662499.0,662.5,1815.1,50.4,16937,63930,15,41,0.2565
Kroger,retail,"Dallas County, Texas",North Coit Road,32.953224882475574,-96.7673024,80303.25117137934,52197.11,4849.111519,1557535.0,1557.54,4267.2,118.4,5737,62346,0,30,0.0951
Retail on Lockwood Drive,retail,"Dallas County, Texas",Lockwood Drive,32.95149807,-96.7375178,22381.83997335245,14548.2,1351.5277800000001,434111.0,434.11,1189.3,33.0,4899,53808,1,31,0.0757
Office on Tristar Drive,office,"Dallas County, Texas",Tristar Drive,32.91934682513255,-97.00552881,29857.864021381007,19407.61,1802.966969,579113.0,579.11,1586.6,44.0,1040,14346,8,26,0.0191
Office on Tristar Drive,office,"Dallas County, Texas",Tristar Drive,32.91763599141837,-97.00570568,138922.9592138236,90299.92,8388.862567999999,2694503.0,2694.5,7382.2,204.9,994,13938,8,29,0.0315
Office on West Royal Lane,office,"Dallas County, Texas",West Royal Lane,32.920004646515345,-97.00424914,35292.65938515774,22940.23,2131.147367,684525.0,684.52,1875.4,52.0,1126,15398,8,27,0.021
Office on West Royal Lane,office,"Dallas County, Texas",West Royal Lane,32.92122808418978,-97.01120177,48970.27837082904,31830.68,2957.0701719999997,949811.0,949.81,2602.2,72.2,827,10378,7,22,0.0182
Office on Esters Boulevard,office,"Dallas County, Texas",Esters Boulevard,32.92150871189745,-97.00695596,54482.99713668312,35413.95,3289.9559549999994,1056734.0,1056.73,2895.2,80.3,1029,13700,8,23,0.0219
Office on Esters Boulevard,office,"Dallas County, Texas",Esters Boulevard,32.92229161382677,-97.00720722,53430.51491186186,34729.83,3226.401207,1036320.0,1036.32,2839.2,78.8,1044,13633,8,23,0.022
Industrial on Exchange Street,industrial,"Dallas County, Texas",Exchange Street,32.924847811461426,-97.0094929,199911.5306900041,129942.49,12071.657321,3877416.0,3877.42,10623.1,294.8,1013,12237,7,20,0.0391
Office on Esters Boulevard,office,"Dallas County, Texas",Esters Boulevard,32.92389312752295,-97.00701211,86395.80682660543,56157.27,5217.010383,1675704.0,1675.7,4591.0,127.4,1103,14051,8,22,0.0268
Office on Tristar Drive,office,"Dallas County, Texas",Tristar Drive,32.919202934355006,-97.00439597,30999.576646403875,20149.72,1871.9089880000001,601257.0,601.26,1647.3,45.7,1101,15122,7,28,0.0201
Office on Esters Boulevard,office,"Dallas County, Texas",Esters Boulevard,32.92609505117817,-97.00783352,39565.29223005652,25717.44,2389.1501759999996,767395.0,767.4,2102.5,58.3,1127,13768,7,20,0.0215
Office on Tristar Drive,office,"Dallas County, Texas",Tristar Drive,32.91831139999999,-97.0041179,62154.44411082875,40400.39,3753.196231,1205527.0,1205.53,3302.8,91.7,1102,15210,7,29,0.0239
Industrial on Regent Boulevard,industrial,"Dallas County, Texas",Regent Boulevard,32.92708331302055,-97.00705846,188927.4511873647,122802.84,11408.383835999999,3664373.0,3664.37,10039.4,278.6,1188,14576,7,19,0.0403
Office on Tristar Drive,office,"Dallas County, Texas",Tristar Drive,32.914192150000005,-97.00417465,27446.232133602287,17840.05,1657.3406449999998,532338.0,532.34,1458.5,40.5,1040,14904,5,30,0.0188
Industrial on West John W Carpenter Freeway,industrial,"Dallas County, Texas",West John W Carpenter Freeway,32.915323664652654,-97.00484118,67426.60595437001,43827.29,4071.555241,1307784.0,1307.78,3583.0,99.4,1014,14429,6,29,0.0232
Industrial on Esters Boulevard,industrial,"Dallas County, Texas",Esters Boulevard,32.92229329,-97.0092944,201076.46178522124,130699.7,12142.002129999999,3900011.0,3900.01,10685.0,296.5,948,11955,7,21,0.0382
Office on Horizon Way,office,"Dallas County, Texas",Horizon Way,32.92328817343223,-97.00591065,65057.78025591136,42287.56,3928.5143239999998,1261839.0,1261.84,3457.1,95.9,1133,14832,8,22,0.0247
Office on Tristar Drive,office,"Dallas County, Texas",Tristar Drive,32.916821547211406,-97.00434534,80214.22292,52139.24,4843.735396,1555808.0,1555.81,4262.5,118.3,1067,14891,7,29,0.0255
Office on Regent Boulevard,office,"Dallas County, Texas",Regent Boulevard,32.92734090621467,-97.00614891,45101.51814654954,29315.99,2723.455471,874774.0,874.77,2396.6,66.5,1233,15353,6,20,0.0238
Office on Sterling Street,office,"Dallas County, Texas",Sterling Street,32.921453433662414,-97.01239572,31829.358498632297,20689.08,1922.0155320000001,617351.0,617.35,1691.4,46.9,779,9619,7,25,0.0154
Office on Freeport Parkway,office,"Dallas County, Texas",Freeport Parkway,32.92498895857528,-97.01241489,50692.228386993374,32949.95,3061.0503549999994,983209.0,983.21,2693.7,74.8,872,10257,6,25,0.0191
Commercial on North Central Expressway,commercial,"Dallas County, Texas",North Central Expressway,32.971588265509425,-96.72016969,32761.90171788537,21295.24,1978.327796,635439.0,635.44,1740.9,48.3,3875,45331,7,37,0.0617
Commercial on North Central Expressway,commercial,"Dallas County, Texas",North Central Expressway,32.97248621570013,-96.71988681,63000.47539385585,40950.31,3804.283799,1221936.0,1221.94,3347.8,92.9,3913,44977,8,38,0.0659
Commercial on Municipal Drive,commercial,"Dallas County, Texas",Municipal Drive,32.9737074,-96.71975232,25169.58124704093,16360.23,1519.8653669999999,488181.0,488.18,1337.5,37.1,4012,44593,8,39,0.0628
Commercial on West Campbell Road,commercial,"Dallas County, Texas",West Campbell Road,32.97632540144953,-96.72081095,30483.719205161444,19814.42,1840.7596179999998,591252.0,591.25,1619.9,45.0,4329,44476,11,39,0.0682
Commercial on West Campbell Road,commercial,"Dallas County, Texas",West Campbell Road,32.97617528564015,-96.72281322,24706.146675714488,16059.0,1491.8810999999998,479192.0,479.19,1312.9,36.4,4367,45008,6,39,0.0681
Commercial on Alamo Road,commercial,"Dallas County, Texas",Alamo Road,32.977313455185424,-96.71655412,28502.490987355788,18526.62,1721.1229979999998,552825.0,552.83,1514.6,42.0,4289,43801,11,41,0.0673
Commercial on North Central Expressway,commercial,"Dallas County, Texas",North Central Expressway,32.978451279315394,-96.71642316,38890.07447162485,25278.55,2348.377295,754299.0,754.3,2066.6,57.4,4416,43668,11,44,0.0705
Commercial on Lyndon B Johnson Freeway,commercial,"Dallas County, Texas",Lyndon B Johnson Freeway,32.657362614160654,-96.88927723,119703.40110311015,77807.21,7228.289809,2321727.0,2321.73,6360.9,176.5,5685,30157,1,9,0.0991
Industrial on Lockheed Martin Drive,industrial,"Dallas County, Texas",Lockheed Martin Drive,32.719197545533554,-97.03420563,121426.52191019309,78927.24,7332.340596,2355148.0,2355.15,6452.5,179.1,3008,42133,0,17,0.0594
Industrial on Lockheed Martin Drive,industrial,"Dallas County, Texas",Lockheed Martin Drive,32.71782023248705,-97.03421972,249917.96318159465,162446.68,15091.296572,4847324.0,4847.32,13280.3,368.6,2967,42476,0,17,0.0742
Industrial on West Marshall Drive,industrial,"Dallas County, Texas",West Marshall Drive,32.72490494596627,-97.02970028,300222.668161466,195144.73,18128.945417,5823017.0,5823.02,15953.5,442.7,2499,39918,0,18,0.0732
Retail on North President George Bush Highway,retail,"Dallas County, Texas",North President George Bush Highway,32.96382792938685,-96.64107908,24355.531454469143,15831.1,1470.70919,472392.0,472.39,1294.2,35.9,3771,40277,1,4,0.0591
Retail on North Carrier Parkway,retail,"Dallas County, Texas",North Carrier Parkway,32.75556086508108,-97.01745624,40599.339486561534,26389.57,2451.591053,787451.0,787.45,2157.4,59.9,4378,24022,5,13,0.0701
Fox & Hound,commercial,"Dallas County, Texas",West Campbell Road,32.97676202,-96.71915798,20342.714185082103,13222.76,1228.394404,394560.0,394.56,1081.0,30.0,4325,44095,11,42,0.0669
Retail on West Campbell Road,retail,"Dallas County, Texas",West Campbell Road,32.97680183690612,-96.71837871,94242.79485,61257.82,5690.851478,1827901.0,1827.9,5007.9,139.0,4303,43970,11,42,0.0754
Commercial on West Arapaho Road,commercial,"Dallas County, Texas",West Arapaho Road,32.96470756900943,-96.73766401,55630.540897158025,36159.85,3359.2500649999997,1078991.0,1078.99,2956.1,82.0,4784,50535,1,38,0.078
Retail on Market Place Boulevard,retail,"Dallas County, Texas",Market Place Boulevard,32.92135150748646,-96.97256797,56260.500236832086,36569.33,3397.290757,1091210.0,1091.21,2989.6,83.0,3410,32658,4,29,0.0576
Retail on Market Place Boulevard,retail,"Dallas County, Texas",Market Place Boulevard,32.920717407330635,-96.97217557,47643.33335711485,30968.17,2876.9429929999997,924074.0,924.07,2531.7,70.3,3388,32772,4,29,0.0562
Retail on East Interstate 20,retail,"Dallas County, Texas",East Interstate 20,32.66290677937748,-96.902008,30895.62890080144,20082.16,1865.632664,599241.0,599.24,1641.8,45.6,4478,28868,0,5,0.0704
Retail on West Camp Wisdom Road,retail,"Dallas County, Texas",West Camp Wisdom Road,32.66316189580226,-96.90940689,56907.35455647766,36989.78,3436.3505619999996,1103756.0,1103.76,3024.0,83.9,4295,28450,0,5,0.0708
Commercial on West Pioneer Parkway,commercial,"Dallas County, Texas",West Pioneer Parkway,32.710572729453794,-97.01444353,23841.09779628756,15496.71,1439.644359,462414.0,462.41,1266.9,35.2,5386,36038,2,20,0.0831
Commercial on Cadiz Street,commercial,"Dallas County, Texas",Cadiz Street,32.77107856139447,-96.79833972,31289.21386176583,20337.99,1889.399271,606875.0,606.88,1662.7,46.1,8458,75014,39,119,0.1298
Commercial on Cadiz Street,commercial,"Dallas County, Texas",Cadiz Street,32.77055960305457,-96.79743208,31170.54562831132,20260.85,1882.2329649999997,604573.0,604.57,1656.4,46.0,8204,74289,34,119,0.126
Warehouse on Cadiz Street,warehouse,"Dallas County, Texas",Cadiz Street,32.77170804,-96.79807586,28501.54249829101,18526.0,1721.0654,552806.0,552.81,1514.5,42.0,8715,75967,40,120,0.1333
Cowboys Dancehall Dallas,commercial,"Dallas County, Texas",Technology Boulevard,32.86162984390598,-96.89834701,34110.270260457495,22171.68,2059.749072,661591.0,661.59,1812.6,50.3,1123,31682,2,19,0.0208
Commercial on Technology Boulevard East,commercial,"Dallas County, Texas",Technology Boulevard East,32.85713822262562,-96.89580509,105420.29675064232,68523.19,6365.804351,2044696.0,2044.7,5601.9,155.5,1175,30157,2,32,0.0301
Commercial on Technology Boulevard West,commercial,"Dallas County, Texas",Technology Boulevard West,32.85711945431455,-96.89807979,36873.54924366999,23967.81,2226.6095490000002,715187.0,715.19,1959.4,54.4,1051,30462,2,27,0.0201
Retail on East Camp Wisdom Road,retail,"Dallas County, Texas",East Camp Wisdom Road,32.660732890519576,-96.90292783,20223.912461790947,13145.54,1221.220666,392256.0,392.26,1074.7,29.8,4730,28969,0,5,0.0729
Commercial on Harry Hines Boulevard,commercial,"Dallas County, Texas",Harry Hines Boulevard,32.81510009768863,-96.83482628,52867.92617870036,34364.15,3192.429535,1025408.0,1025.41,2809.3,78.0,9085,69450,10,119,0.1418
Amazon Fulfilment Center DFW6,warehouse,"Dallas County, Texas",West Bethel Road,32.95804717341622,-97.01703732,1070430.405750058,695779.76,64637.939704,20761706.0,20761.71,56881.4,1578.6,1501,18693,1,14,0.1507
Amazon Fulfillment Center FTW1,warehouse,"Dallas County, Texas",Lyndon B Johnson Freeway,32.66099352104953,-96.73610374,498434.0708,323982.15,30097.941735,9667459.0,9667.46,26486.2,735.1,521,9295,0,0,0.0675
DFW Administration,commercial,"Dallas County, Texas",31st Avenue South,32.87480715206986,-97.01449756,44035.56121721849,28623.11,2659.086919,854099.0,854.1,2340.0,64.9,1659,25216,0,27,0.03
Flight Safety International,commercial,"Dallas County, Texas",East Airfield Drive,32.87569255917923,-97.01700563,145419.19759241384,94522.48,8781.138391999999,2820502.0,2820.5,7727.4,214.5,1041,23555,0,26,0.0329
Office on Carlisle Street,office,"Dallas County, Texas",Carlisle Street,32.80271002051396,-96.80400441,21456.467436067105,13946.7,1295.64843,416162.0,416.16,1140.2,31.6,26251,97294,53,135,0.3939
Commercial on McKinney Avenue,commercial,"Dallas County, Texas",McKinney Avenue,32.795634289753885,-96.80230762,20118.44825551283,13076.99,1214.852371,390211.0,390.21,1069.1,29.7,24571,95919,65,130,0.3687
Retail on Victory Park Lane,retail,"Dallas County, Texas",Victory Park Lane,32.78788473,-96.80998129,102086.6328183478,66356.31,6164.501198999999,1980038.0,1980.04,5424.8,150.6,15962,91106,79,132,0.2502
Warehouse on Production Drive,warehouse,"Dallas County, Texas",Production Drive,32.80843365651204,-96.83008118,43722.34653361644,28419.53,2640.174337,848024.0,848.02,2323.4,64.5,9374,79188,9,148,0.145
Warehouse on Production Drive,warehouse,"Dallas County, Texas",Production Drive,32.80881024488652,-96.82979918,58388.86166577288,37952.76,3525.811404,1132491.0,1132.49,3102.7,86.1,9819,79404,9,147,0.1534
Warehouse on Production Drive,warehouse,"Dallas County, Texas",Production Drive,32.807618123797305,-96.82901142,42335.76377144992,27518.25,2556.445425,821130.0,821.13,2249.7,62.4,9485,80537,9,146,0.1465
Commercial on Butler Street,commercial,"Dallas County, Texas",Butler Street,32.81733548388872,-96.83415831,37522.1991155486,24389.43,2265.778047,727768.0,727.77,1993.9,55.3,10267,69063,11,116,0.1575
Commercial on Butler Street,commercial,"Dallas County, Texas",Butler Street,32.81973403793865,-96.83314185,23951.642147525345,15568.57,1446.320153,464558.0,464.56,1272.8,35.3,11105,68994,13,105,0.1684
Commercial on Owens Street,commercial,"Dallas County, Texas",Owens Street,32.82550576253792,-96.83737986,42449.02999451576,27591.87,2563.2847229999998,823327.0,823.33,2255.7,62.6,8873,61177,14,77,0.1373
Commercial on Denton Drive,commercial,"Dallas County, Texas",Denton Drive,32.82797569407073,-96.83681894,24677.05398825824,16040.09,1490.124361,478628.0,478.63,1311.3,36.4,8703,61021,14,77,0.1327
Warehouse on Denton Drive,warehouse,"Dallas County, Texas",Denton Drive,32.82831205,-96.8379169,126937.91506291484,82509.64,7665.1455559999995,2462045.0,2462.04,6745.3,187.2,8077,59488,14,72,0.1356
Warehouse on Cedar Springs Road,warehouse,"Dallas County, Texas",Cedar Springs Road,32.83006511465583,-96.83762847,83377.75852,54195.54,5034.765666,1617167.0,1617.17,4430.6,123.0,7772,59039,13,72,0.1258
Warehouse on Denton Drive,warehouse,"Dallas County, Texas",Denton Drive,32.82806328829341,-96.84162578,241444.86901733725,156939.16,14579.647964,4682983.0,4682.98,12830.1,356.1,6323,54481,12,65,0.1232
